"T28876756","Validate For first time customers Recommended For You rails will return titles ranked by popularity","","C2622269","","","","","","Android GD 5/2","R106506","P1","GQA-1983","Regression P1s","Android Mobile","R106510","Recommended For You","1","","Untested","","","Regression",""
"T28876757","Validate Recommended For You rails will appear for users with some watch history","Shankha Bagchi","C2622278","","","","","","Android GD 5/2","R106506","P1","GQA-1983","Regression P1s","Android Mobile","R106510","Recommended For You","1","","Passed","Shankha Bagchi","5/2/2023 9:54 AM","Regression",""
"T28876758","Validate the cold start title will not show YMAL","","C2622297","","","","","","Android GD 5/2","R106506","P1","GQA-2048","Regression P1s","Android Mobile","R106510","You may also like","1","","Untested","","","Regression",""
"T28876776","Rails that support personalization re-order tiles horizontally per profile","Sneha Prajapati","C2622773","","","","","","Android GD 5/2","R106506","P1","GQA-2505","Regression P1s","Android Mobile","R106510","Horizontal re-rank of titles","1","","Passed","Sneha Prajapati","5/3/2023 12:12 AM","Regression","2nd May-1.0.0.31"
"T28876804","User can see Fallback Hero collection in case of <HeroFallback>","","C2623766","","","","","","Android GD 5/2","R106506","P1","GQA-2525","Regression P1s","Android Mobile","R106510","Human / Machine : Promotion in immersive Hero","1","","Untested","","","Regression",""
"T28876800","Validate Because You Watched rails will not appear for new customers","Shankha Bagchi","C2623691","","","","","","Android GD 5/2","R106506","P1","GQA-2506, GQA-2506","Regression P1s","Android Mobile","R106510","Because You Watched (BYW)","1","","Passed","Shankha Bagchi","5/2/2023 9:53 AM","Regression",""
"T28876801","Validate Because You Watched rails will appear for users with some watch history","Sneha Prajapati","C2623692","","","","","","Android GD 5/2","R106506","P1","GQA-2506, GQA-2506","Regression P1s","Android Mobile","R106510","Because You Watched (BYW)","1","","Passed","Sneha Prajapati","5/3/2023 12:05 AM","Regression","2nd May-1.0.0.31"
"T28876772","Universal search deep link happy path","","C2622633","","","","","","Android GD 5/2","R106506","P1","GQA-2197, GQA-2827, CEA-27303, GQA-2578","Regression P1s","Android Mobile","R106510","Deep Links","1","","Untested","","","Regression",""
"T28876770","Deep Link to video player as unauth user","","C2622603","","","","","","Android GD 5/2","R106506","P1","GQA-2328","Regression P1s","Android Mobile","R106510","Deep Links","1","","Untested","","","Regression",""
"T28876785","Deep Link to video player as signed user","","C2622878","","","","","","Android GD 5/2","R106506","P1","GQA-2184","Regression P1s","Android Mobile","R106510","Deep Links","1","","Untested","","","Regression",""
"T28876812","Verify Abandon cart notification","","C2624484","","","","","","Android GD 5/2","R106506","P1","GQA-2694","Regression P1s","Android Mobile","R106510","Marketing Notifications","1","","Untested","","","Regression",""
"T28876807","Validate Transactional Payments Notifications ( Update Payment info)","","C2624317","","","","","","Android GD 5/2","R106506","P1","GQA-2149","Regression P1s","Android Mobile","R106510","Transaction Notifications","1","","Untested","","","Regression",""
"T28876808","Validate Transactional Payments Notifications ( Auto-pay attempt fails)","","C2624319","","","","","","Android GD 5/2","R106506","P1","GQA-2149","Regression P1s","Android Mobile","R106510","Transaction Notifications","1","","Untested","","","Regression",""
"T28876809","Validate Transactional Payments Notifications ( Auto-pay failed retry attempts)","","C2624320","","","","","","Android GD 5/2","R106506","P1","GQA-2149","Regression P1s","Android Mobile","R106510","Transaction Notifications","1","","Untested","","","Regression",""
"T28876806","Validate Channel preference and notifications","","C2624307","","","","","","Android GD 5/2","R106506","P1","GQA-2205","Regression P1s","Android Mobile","R106510","Communication Preference Center","1","","Passed","Thangam Thia","5/16/2023 11:57 AM","Regression",""
"T28876767","Access Info","kamila K","C2622497","","","","","","Android GD 5/2","R106506","P1","GQA-1987","Regression P1s","Android Mobile","R106510","Info","1","","Passed","kamila K","5/2/2023 8:14 AM","Regression","1.0.0.31"
"T28876811","Platform Consent - Mobile - Allow Push Notifications","","C2624353","","","","","","Android GD 5/2","R106506","P1","GQA-2652","Regression P1s","Android Mobile","R106510","Platform Consents","2","","Untested","","","Regression",""
"T28876813","Front End Consent - Buy Flow - New User - Privacy Policy,Term Of Use , Marketing Consent","","C2624521","","","","","","Android GD 5/2","R106506","P1","GQA-2652","Regression P1s","Android Mobile","R106510","Buy Flow","3","","Untested","","","Regression",""
"T28876814","Front End Consent - CA, CO, CT, or VA user - DNSoS persistence after creating account","","C2625118","","","","","","Android GD 5/2","R106506","P1","GQA-2652, GQA-21700","Regression P1s","Android Mobile","R106510","Buy Flow","3","","Untested","","","Regression",""
"T28876817","Front End Consent - Marketing email consent persistence across devices","","C2625237","","","","","","Android GD 5/2","R106506","P1","GQA-2652","Regression P1s","Android Mobile","R106510","Buy Flow","3","","Untested","","","Regression",""
"T28876815","Front End Consent - Settings - DNSoS opt-out and re-opt in (CA, CO, CT, or VA users)","Shankha Bagchi","C2625189","The DNSoS screen doesnt show up: https://wbdstreaming.atlassian.net/browse/GCX-23388","GCX-23388","","","","Android GD 5/2","R106506","P1","GQA-2652, GQA-21700","Regression P1s","Android Mobile","R106510","Settings","2","","Failed","Shankha Bagchi","5/3/2023 3:38 AM","Regression",""
"T28876816","Front End Consent - Settings - Change a consent preference - BEAM and Affiliates - Email confirmation","","C2625192","","","","","","Android GD 5/2","R106506","P1","GQA-2652","Regression P1s","Android Mobile","R106510","Settings","2","","Untested","","","Regression",""
"T28876818","Privacy Policy - Email compose window and hyperlinks in Privacy Policy page","","C2625273","","","","","","Android GD 5/2","R106506","P1","GQA-2675, GQA-1621","Regression P1s","Android Mobile","R106510","US Notices, Disclosures and Policies","0","","Untested","","","Regression",""
"T28876819","Google Play Store - Data Safety Label","","C2625346","This TC can be tested once app is go live.","","","","","Android GD 5/2","R106506","P1","GQA-2675 GQA-1621","Regression P1s","Android Mobile","R106510","US Notices, Disclosures and Policies","0","","Remove from Run","kamila K","5/2/2023 9:12 AM","Regression",""
"T28876584","Authenticated User - Video Playback in Fullscreen mode","Shankha Bagchi","C2481409","","","","","","Android GD 5/2","R106506","P1","GQA-3055, GQA-2128","Regression P1s","Android Mobile","R106510","Core playback","1","","Passed","Shankha Bagchi","5/2/2023 7:26 AM","Regression",""
"T28876846","Help Center updated URLs","","C2694532","","","","","","Android GD 5/2","R106506","P1","GQA-20164","Regression P1s","Android Mobile","R106510","Help Center Branding","0","Now that the branding has been released, we swapped the placeholder URLs for the real ones","Untested","","","Regression",""



"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type","Version"
"T28877356","Profile PIN Deletion on Mobile/CTV","","C2689681","","GCX-23703","","","","Android GD 5/2","R106506","P1","GQA-2788","Regression P1s","Android Tablet","R106511","User Profiles","0","","Failed","Abinaya Ayyappasamy","5/2/2023 10:46 AM","Regression","1.0.0.31"
"T28877074","Deletion of a user profile","Kalpesh Desale","C2478625","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2062","Regression P1s","Android Tablet","R106511","User Profiles","0","","Passed","Kalpesh Desale","5/2/2023 8:17 AM","Regression","1.0.0.31"
"T28877259","PIN prompt when try to access to a locked profile","Abinaya Ayyappasamy","C2621907","","","","","","Android GD 5/2","R106506","P1","GQA-2056, GQA-2248, GQA-2788","Regression P1s","Android Tablet","R106511","User Profiles","0","","Passed","Abinaya Ayyappasamy","5/2/2023 10:35 AM","Regression","1.0.0.31"
"T28877273","Profiles & Globalization Experience - Edit PIN - Reentering PIN with keyboard","Abinaya Ayyappasamy","C2622399","","GCX-23703","","","","Android GD 5/2","R106506","P1","GQA-2257","Regression P1s","Android Tablet","R106511","User Profiles","0","","Failed","Abinaya Ayyappasamy","5/2/2023 10:43 AM","Regression","1.0.0.31"
"T28877274","Profiles & Globalization Experience - Edit PIN on Mobile","","C2622400","","GCX-23703","","","","Android GD 5/2","R106506","P1","GQA-2257","Regression P1s","Android Tablet","R106511","User Profiles","0","","Failed","Abinaya Ayyappasamy","5/2/2023 10:43 AM","Regression","1.0.0.31"
"T28877275","Profiles & Globalization Experience - Forgot PIN - User forgot PIN but knows account password","","C2622402","","GCX-23703","","","","Android GD 5/2","R106506","P1","GQA-2263","Regression P1s","Android Tablet","R106511","User Profiles","0","","Failed","Abinaya Ayyappasamy","5/2/2023 10:44 AM","Regression","1.0.0.31"
"T28877303","My Profile Menu - mobile Incorrect PIN when trying to access a locked profile","","C2622978","","","","","","Android GD 5/2","R106506","P1","GQA-2248","Regression P1s","Android Tablet","R106511","User Profiles","0","","Passed","Abinaya Ayyappasamy","5/2/2023 10:45 AM","Regression","1.0.0.31"
"T28877100","Profiles & Globalization Experience - Avatar Selection","Kalpesh Desale","C2482299","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-1815","Regression P1s","Android Tablet","R106511","User Profiles","0","","Passed","Kalpesh Desale","5/2/2023 9:07 AM","Regression","1.0.0.31"
"T28877099","Profiles & Globalization Experience - Skip Avatar Selection","Kalpesh Desale","C2482288","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-1815, GQA-2249","Regression P1s","Android Tablet","R106511","User Profiles","0","","Passed","Kalpesh Desale","5/2/2023 9:01 AM","Regression","1.0.0.31"
"T28877167","Default Kids Profile - First login: Ratings banner","","C2606350","","","","","","Android GD 5/2","R106506","P1","GQA-2607","Regression P1s","Android Tablet","R106511","Default Kids Profile","1","","Passed","Thangam Thia","5/2/2023 3:47 PM","Regression",""
"T28877196","Default Kids Profile - First login: Default ratings","","C2617214","","","","","","Android GD 5/2","R106506","P1","GQA-2607","Regression P1s","Android Tablet","R106511","Default Kids Profile","1","","Passed","Thangam Thia","5/2/2023 6:49 PM","Regression",""
"T28877331","Verify that Kids Profile Kids Mode option is read-only on Mobile/CTV","Kalpesh Desale","C2625402","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2650","Regression P1s","Android Tablet","R106511","Default Kids Profile","1","","Passed","Kalpesh Desale","5/3/2023 1:45 AM","Regression","1.0.0.31"
"T28877332","Verify that user cannot toggle """"On Kids"""" mode for an adult profile","Kalpesh Desale","C2625403","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2650","Regression P1s","Android Tablet","R106511","Default Kids Profile","1","","Passed","Kalpesh Desale","5/2/2023 10:57 PM","Regression","1.0.0.31"
"T28877340","Verify Mobile handoff to web when converting kid profile to adult","Kalpesh Desale","C2625897","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2650","Regression P1s","Android Tablet","R106511","Default Kids Profile","1","","Passed","Kalpesh Desale","5/3/2023 2:47 AM","Regression","1.0.0.31"
"T28877353","Parental Controls - Change Content ratings on web device and verify persistence on other device","","C2672831","","","","","","Android GD 5/2","R106506","P1","GQA-2601, GQA-2805, GQA-2532","Regression P1s","Android Tablet","R106511","Parental Controls","1","","Untested","","","Regression",""
"T28877342","Parental Controls - Change Content Rating when unauthenticated in browser session (mobile only)","","C2648355","","","","","","Android GD 5/2","R106506","P1","GQA-2601, GQA-2805, GQA-2532","Regression P1s","Android Tablet","R106511","Parental Controls","1","","Untested","","","Regression",""
"T28877168","Parental Controls - Exit Kids Profile Page","Abinaya Ayyappasamy","C2606571","","","","","","Android GD 5/2","R106506","P1","GQA-2601, GQA-2805, GQA-2532, GQA-2674","Regression P1s","Android Tablet","R106511","Parental Controls","1","","Passed","Abinaya Ayyappasamy","5/3/2023 1:43 AM","Regression","1.0.0.31"
"T28877169","Parental Controls - Enter Parent Code - validate <result> Parent Code","","C2606600","","","","","","Android GD 5/2","R106506","P1","GQA-2601, GQA-2805, GQA-2532","Regression P1s","Android Tablet","R106511","Parental Controls","1","","Untested","","","Regression",""
"T28877344","Parental Controls - Reset Parent code from settings (web and mobile only)","","C2648440","","","","","","Android GD 5/2","R106506","P1","GQA-2805","Regression P1s","Android Tablet","R106511","Parental Controls","1","","Untested","","","Regression",""
"T28877172","Parental Controls - Turn off Kid-proof Exit","Abinaya Ayyappasamy","C2611042","","","","","","Android GD 5/2","R106506","P1","GQA-2601, GQA-2805, GQA-2532","Regression P1s","Android Tablet","R106511","Parental Controls","1","","Passed","Abinaya Ayyappasamy","5/3/2023 12:07 AM","Regression","1.0.0.31"
"T28877120","Nav bar options <menuItems> appear on at the top and bottom of the screen on <page>","Kalpesh Desale","C2489154","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2600, GQA-1876","Regression P1s","Android Tablet","R106511","Global Navigation","0","Global Navigation Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/101842945/CD-160+-+Global+Navigation+Test+Plan

Global Navigation Feature:
https://wbdstreaming.atlassian.net/browse/CD-160","Passed","Kalpesh Desale","5/2/2023 10:55 PM","Regression","1.0.0.31"
"T28877076","Authenticated user navigates back to My Stuff > My List tab post interaction","Kalpesh Desale","C2479214","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2755, GQA-2760","Regression P1s","Android Tablet","R106511","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Passed","Kalpesh Desale","5/2/2023 8:24 AM","Regression","1.0.0.31"
"T28877085","View asset details from My Stuff > My List tab asset tile info modal","Kalpesh Desale","C2479732","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2755, GQA-2760","Regression P1s","Android Tablet","R106511","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Passed","Kalpesh Desale","5/2/2023 10:50 AM","Regression","1.0.0.31"
"T28877086","Navigate to Content Details Page from My Stuff > My List tab asset tile info modal","","C2479875","","","","","","Android GD 5/2","R106506","P1","GQA-2755, GQA-2760","Regression P1s","Android Tablet","R106511","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Passed","Thangam Thia","5/2/2023 1:32 PM","Regression",""
"T28877078","Validate My List rail asset has no limit","Kalpesh Desale","C2479448","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2818","Regression P1s","Android Tablet","R106511","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Passed","Kalpesh Desale","5/2/2023 8:26 AM","Regression","1.0.0.31"
"T28877101","Add / Remove from My list on <pageName>","Kalpesh Desale","C2482391","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2561","Regression P1s","Android Tablet","R106511","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Passed","Kalpesh Desale","5/2/2023 8:57 AM","Regression","1.0.0.31"
"T28877219","Validating an asset is being added/queued in the order in which it was added","","C2620746","","","","","","Android GD 5/2","R106506","P1","GQA-2818","Regression P1s","Android Tablet","R106511","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Passed","Thangam Thia","5/2/2023 1:33 PM","Regression",""
"T28877181","Authenticated user- Validate the persistence of My list across different profiles when adding a new show","Kalpesh Desale","C2611977","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-1830","Regression P1s","Android Tablet","R106511","My List","0","","Passed","Kalpesh Desale","5/2/2023 11:42 AM","Regression","1.0.0.31"
"T28877182","Authenticated user- Validate the persistence of My list across different profiles","Kalpesh Desale","C2612523","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-1830","Regression P1s","Android Tablet","R106511","My List","0","","Passed","Kalpesh Desale","5/2/2023 11:40 AM","Regression","1.0.0.31"
"T28877176","Validate MY List rail update behaviour on Home Page (Mobile&Web)","Kalpesh Desale","C2611052","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2818","Regression P1s","Android Tablet","R106511","My List","0","","Passed","Kalpesh Desale","5/2/2023 10:31 AM","Regression","1.0.0.31"
"T28877177","Validate My Stuff>>MY List rail update behaviour (Mobile&Web)","Kalpesh Desale","C2611053","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2760","Regression P1s","Android Tablet","R106511","My List","0","","Passed","Kalpesh Desale","5/2/2023 9:47 AM","Regression","1.0.0.31"
"T28877218","Authenticated New User -Validating no My List rail on Home Page","Kalpesh Desale","C2618646","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2818","Regression P1s","Android Tablet","R106511","My List","0","","Passed","Kalpesh Desale","5/2/2023 11:11 AM","Regression","1.0.0.31"
"T28877221","Validating Kids Profile adds/removes assets to My List","Kalpesh Desale","C2620749","Validate with Galaxy Tab S6 v9.0 Device
","","","","","Android GD 5/2","R106506","P1","GQA-2561","Regression P1s","Android Tablet","R106511","My List","0","","Passed","Kalpesh Desale","5/2/2023 11:55 AM","Regression","1.0.0.31"
"T28877235","Validating My List for Kids Profile - when ratings are changed","","C2621196","","","","","","Android GD 5/2","R106506","P1","GQA-2608","Regression P1s","Android Tablet","R106511","My List","0","","Untested","","","Regression",""
"T28877214","Validate: Metadata on Continue Watching on MyStuff page","Kalpesh Desale","C2617503","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2815","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Passed","Kalpesh Desale","5/2/2023 11:30 PM","Regression","1.0.0.31"
"T28877211","Validate: Metadata on Continue Watching on HomePage","Kalpesh Desale","C2617460","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","https://discoveryinc.atlassian.net/browse/ALLDTC-279","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Passed","Kalpesh Desale","5/3/2023 1:07 AM","Regression","1.0.0.31"
"T28877173","Validate: My Stuff > Continue Watching tab behavior","Abinaya Ayyappasamy","C2611044","","GCX-24117","","","","Android GD 5/2","R106506","P1","https://discoveryinc.atlassian.net/browse/ALLDTC-279","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Failed","Abinaya Ayyappasamy","5/2/2023 10:16 AM","Regression","1.0.0.31"
"T28877079","Premier episode tile appears on Continue watching rail when a new episode is added to the service","Abinaya Ayyappasamy","C2479457","","","","","","Android GD 5/2","R106506","P1","GQA-2826","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Passed","Abinaya Ayyappasamy","5/2/2023 8:05 AM","Regression","1.0.0.31"
"T28877084","Only one asset is displayed per show","Kalpesh Desale","C2479723","GCX-24117","GCX-24117","","","","Android GD 5/2","R106506","P1","GQA-1818","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Failed","Kalpesh Desale","5/2/2023 10:27 AM","Regression","1.0.0.31"
"T28877080","Fully watched show is not displayed in Continue watching rail","Kalpesh Desale","C2479463","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2826","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Passed","Kalpesh Desale","5/2/2023 8:30 AM","Regression","1.0.0.31"
"T28877083","Decreasing rating on Kids profile removes content rated above restriction","Abinaya Ayyappasamy","C2479718","","","","","","Android GD 5/2","R106506","P1","GQA-1512","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Passed","Abinaya Ayyappasamy","5/2/2023 10:38 PM","Regression","1.0.0.31"
"T28877082","Continue watching rail asset list is profile specific","Kalpesh Desale","C2479678","GCX-24117

Validate with Galaxy Tab S6 v9.0 Device
","GCX-24117","","","","Android GD 5/2","R106506","P1","GQA-2826","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Failed","Kalpesh Desale","5/2/2023 10:21 AM","Regression","1.0.0.31"
"T28877197","Continue Watching Removal From Rail (Homepage)","Kalpesh Desale","C2617216","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-1512","Regression P1s","Android Tablet","R106511","Continue Watching","0","","Passed","Kalpesh Desale","5/2/2023 11:36 AM","Regression","1.0.0.31"
"T28877075","Validation of WelcomeScreen","","C2478636","","","","","","Android GD 5/2","R106506","P1","GQA-15063, GQA-14529, GQA-1887, GQA-1861, GQA-1824, GQA-1820, GQA-1584, GQA-1398, GQA-1557, GQA-1975","Regression P1s","Android Tablet","R106511","Welcome Screen","0","","Passed","Thangam Thia","5/2/2023 3:47 PM","Regression",""
"T28877087","Anonymous user observes expected Welcome Screen metadata","Abinaya Ayyappasamy","C2480044","","","","","","Android GD 5/2","R106506","P1","GQA-15063, GQA-14529, GQA-1887, GQA-1861, GQA-1824, GQA-1820, GQA-1584, GQA-1398, GQA-1557, GQA-1975","Regression P1s","Android Tablet","R106511","Welcome Screen","0","","Passed","Abinaya Ayyappasamy","5/2/2023 11:20 AM","Regression","1.0.0.31"
"T28877077","Authenticated user can able to access manage account page","Kalpesh Desale","C2479442","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-15064","Regression P1s","Android Tablet","R106511","Account Page","0","","Passed","Kalpesh Desale","5/2/2023 8:40 AM","Regression","1.0.0.31"
"T28877333","Authenticated user can able to change Email","","C2625409","","","","","","Android GD 5/2","R106506","P1","GQA-15064","Regression P1s","Android Tablet","R106511","Account Page","0","","Untested","","","Regression",""
"T28877334","Authenticated user can able to change password from Account Tab screen","","C2625509","","","","","","Android GD 5/2","R106506","P1","GQA-15064","Regression P1s","Android Tablet","R106511","Account Page","0","","Untested","","","Regression",""
"T28877093","Manage Subscription","Abinaya Ayyappasamy","C2481400","","","","","","Android GD 5/2","R106506","P1","GQA-15063, GQA-14529, GQA-1887, GQA-1861, GQA-1824, GQA-1820, GQA-1584, GQA-1398, GQA-1557, GQA-1975","Regression P1s","Android Tablet","R106511","Account Page","0","","Passed","Abinaya Ayyappasamy","5/2/2023 11:11 AM","Regression","1.0.0.31"
"T28877091","Manage Profile","Kalpesh Desale","C2480312","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-15063, GQA-14529, GQA-1887, GQA-1861, GQA-1824, GQA-1820, GQA-1584, GQA-1398, GQA-1557, GQA-1975","Regression P1s","Android Tablet","R106511","Account Page","0","","Passed","Kalpesh Desale","5/2/2023 7:56 AM","Regression","1.0.0.31"
"T28877081","Authenticated user can able to access Help section","Abinaya Ayyappasamy","C2479640","","GCX-18168","","","","Android GD 5/2","R106506","P1","GQA-2003","Regression P1s","Android Tablet","R106511","Account Page","0","","Failed","Abinaya Ayyappasamy","5/2/2023 10:45 PM","Regression","1.0.0.31"
"T28877222","Authenticated user can able to sign out individual devices from manage device screen","Abinaya Ayyappasamy","C2620879","","","","","","Android GD 5/2","R106506","P1","GQA-1988","Regression P1s","Android Tablet","R106511","Account Page","0","","Passed","Abinaya Ayyappasamy","5/2/2023 10:50 AM","Regression","1.0.0.31"
"T28877072","Validate onboarding for a new user via Home screen","Kalpesh Desale","C2478599","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-2139, GQA-2731","Regression P1s","Android Tablet","R106511","Onboarding, Registration and Sign in","0","","Passed","Kalpesh Desale","5/2/2023 7:53 AM","Regression","1.0.0.31"
"T28877237","Verify CTA buttons landing pages from home screen","","C2621429","","","","","","Android GD 5/2","R106506","P1","GQA-2139, GQA-2731, GQA-2759","Regression P1s","Android Tablet","R106511","Onboarding, Registration and Sign in","0","","Passed","Thangam Thia","5/2/2023 3:48 PM","Regression",""
"T28877073","Reset Password","","C2478603","","","","","","Android GD 5/2","R106506","P1","GQA-15063, GQA-14529, GQA-1887, GQA-1861, GQA-1824, GQA-1820, GQA-1584, GQA-1398, GQA-1557, GQA-1975","Regression P1s","Android Tablet","R106511","Onboarding, Registration and Sign in","0","","Untested","","","Regression",""
"T28877302","[Access] [MVPD Re-authentication] [CTV] Sign Out","","C2622900","In GD builds looks like MVPD tests on prod will be exercised by the GPI team separately in conjunction with the partners directly","","","","","Android GD 5/2","R106506","P1","GQA-2209, GQA-15176","Regression P1s","Android Tablet","R106511","MVPD","1","","Remove from Run","Thangam Thia","5/2/2023 1:34 PM","Regression",""
"T28877157","MVPD flow - link existing DTC, IAP and MVPD  to MVPD","","C2605168","In GD builds looks like MVPD tests on prod will be exercised by the GPI team separately in conjunction with the partners directly","","","","","Android GD 5/2","R106506","P1","GQA-2053, GQA-2026, GQA-2273, GQA-2161, GQA-2239, GQA-2158","Regression P1s","Android Tablet","R106511","MVPD","1","","Remove from Run","Thangam Thia","5/2/2023 1:34 PM","Regression",""
"T28877184","[Access] [MVPD Sign In (3rd Party Credentials)] New or Existing User Authorized for BEAM","","C2614860","In GD builds looks like MVPD tests on prod will be exercised by the GPI team separately in conjunction with the partners directly","","","","","Android GD 5/2","R106506","P1","GQA-2052, GQA-2725, GQA-2141, GQA-2091","Regression P1s","Android Tablet","R106511","MVPD","1","","Remove from Run","Thangam Thia","5/2/2023 1:34 PM","Regression",""
"T28877304","[Access] [MVPD Re-authentication] [Desktop & Mobile] One click path to provider IDP","","C2623107","In GD builds looks like MVPD tests on prod will be exercised by the GPI team separately in conjunction with the partners directly","","","","","Android GD 5/2","R106506","P1","GQA-2199","Regression P1s","Android Tablet","R106511","MVPD","1","","Remove from Run","Thangam Thia","5/2/2023 1:34 PM","Regression",""
"T28877256","[Access] [Generic Sign In] New or Existing User Authorized for BEAM with 1st Party Credentials","","C2621732","","","","","","Android GD 5/2","R106506","P1","GQA-2054, GQA-2196","Regression P1s","Android Tablet","R106511","sign in genric flow","1","","Untested","","","Regression",""
"T28877314","link existing DTC,IAP and  MVPD user to MVPD- sign in flow","","C2623749","","","","","","Android GD 5/2","R106506","P1","GQA-2053, GQA-2026, GQA-2273, GQA-2161, GQA-2158","Regression P1s","Android Tablet","R106511","sign in genric flow","1","","Untested","","","Regression",""
"T28877284","[Access] [Generic Sign In] [Desktop & Mobile] Compromised Password Reset","","C2622755","","","","","","Android GD 5/2","R106506","P1","GQA-2194","Regression P1s","Android Tablet","R106511","sign in genric flow","1","","Untested","","","Regression",""
"T28877262","[Access] [Generic Sign In] [Desktop & Mobile] Reset Your Password","","C2622057","","","","","","Android GD 5/2","R106506","P1","GQA-2160, GQA-2230","Regression P1s","Android Tablet","R106511","sign in genric flow","1","","Untested","","","Regression",""
"T28877272","[Access] [Generic Sign In] Lapsed User","Abinaya Ayyappasamy","C2622351","","","","","","Android GD 5/2","R106506","P1","GQA-2046","Regression P1s","Android Tablet","R106511","sign in genric flow","1","","Passed","Abinaya Ayyappasamy","5/2/2023 8:10 AM","Regression","1.0.0.31"
"T28877097","Authenticated user observes expected Network rail metadata","Kalpesh Desale","C2481440","Validate with Galaxy Tab S6 v9.0 Device","","","","","Android GD 5/2","R106506","P1","GQA-15063, GQA-14529, GQA-1887, GQA-1861, GQA-1824, GQA-1820, GQA-1584, GQA-1398, GQA-1557, GQA-1975","Regression P1s","Android Tablet","R106511","Network Landing Page","0","","Passed","Kalpesh Desale","5/2/2023 10:52 AM","Regression","1.0.0.31"
