"T29505834","When stream starts without pre-rolls, intro, recaps or promos R&A displays for the duration of its timer","Gunda Gupta","C2622770","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1807","Critical User Journey","Fire Tab","R109483","Ratings & Advisories Overlay","2","","Passed","Gunda Gupta","5/23/2023 10:40 AM","Regression",""
"T29505835","R&A  displays on subsequent plays in a binge","Gunda Gupta","C2622772","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1807, GQA-2595","Critical User Journey","Fire Tab","R109483","Ratings & Advisories Overlay","2","","Passed","Gunda Gupta","5/23/2023 10:39 AM","Regression",""
"T29505837","Pause within R&A timer","Gunda Gupta","C2622775","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1807","Critical User Journey","Fire Tab","R109483","Ratings & Advisories Overlay","2","","Passed","Anupam Bhomia","5/23/2023 9:27 AM","Regression",""
"T29505838","Pause after R&A timer expires","Gunda Gupta","C2622776","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1807","Critical User Journey","Fire Tab","R109483","Ratings & Advisories Overlay","2","","Passed","Anupam Bhomia","5/23/2023 9:28 AM","Regression",""
"T29505839","R&A is not displayed after coming back from ad","Shankha Bagchi","C2622777","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1807","Critical User Journey","Fire Tab","R109483","Ratings & Advisories Overlay","2","","Passed","Nirupama Venkataraman","5/23/2023 3:28 PM","Regression",""
"T29505840","R&A cannot be dismissed","Shankha Bagchi","C2622778","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1807","Critical User Journey","Fire Tab","R109483","Ratings & Advisories Overlay","2","","Passed","Nirupama Venkataraman","5/23/2023 3:31 PM","Regression",""
"T29505842","Jump actions (Skip 10 sec) will not present the user with Thumbnails","Shankha Bagchi","C2622871","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2308","Critical User Journey","Fire Tab","R109483","Preview Thumbnail (fka """"trickplay"""")","2","","Passed","Shankha Bagchi","5/23/2023 10:59 AM","Regression","Release"
"T29505855","Verify clicking back button takes back to content details page","Shankha Bagchi","C2624299","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-14530","Critical User Journey","Fire Tab","R109483","Exiting playback","2","","Passed","Shankha Bagchi","5/23/2023 10:59 AM","Regression","Release"
"T29505772","Video Start Time Metrics","Shankha Bagchi","C2617777","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1552","Critical User Journey","Fire Tab","R109483","Online Video Delivery Analytics","2","","Passed","Shankha Bagchi","5/23/2023 11:00 AM","Regression","Release"
"T29630150","Validate Airplay from OS level","","C2621186","N/A","","","","","Launch_Day_300Mins","R109464","iPad
iPhone","P2","GQA-2335","Critical User Journey","Fire Tab","R109483","Airplay","1","","Remove from Run","Nathan Sloat","5/23/2023 10:08 AM","Regression",""
"T29505771","Search does not return content for a kid’s profile when out of rating threshold","Shankha Bagchi","C2617757","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
All Platforms
STB
iPad
Samsung
LG
Xbox
Vizio
Playstation
Playstation 4
iPhone","P1","GQA-2639, GQA-2737, GQA-2618","Critical User Journey","Fire Tab","R109483","Search API","1","","Passed","Nirupama Venkataraman","5/23/2023 3:20 PM","Regression",""
"T29585841","Validate User control interaction for Immersive Hero","","C2621177","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Web
Android TV
tvOS
DirecTV
Comcast
Samsung
LG
Xbox
Vizio
Playstation","P1","GQA-1660, GQA-2525","Critical User Journey","Fire Tab","R109483","Hero Components","1","","Remove from Run","Nathan Sloat","5/19/2023 4:51 PM","Regression",""
"T29585840","Inline Hero for Home Page - metadata validation","","C2621025","","","","","","Launch_Day_300Mins","R109464","All Platforms","P2","GQA-2779, GQA-2525","Critical User Journey","Fire Tab","R109483","Hero Components","1","","Passed","Nirupama Venkataraman","5/23/2023 2:55 PM","Regression",""
"T29505822","Validate Grids dont have a minimum amount of tiles required","Shankha Bagchi","C2622181","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2718","Critical User Journey","Fire Tab","R109483","Foundational Components behavior","1","","Passed","Shankha Bagchi","5/23/2023 11:02 AM","Regression","Release"
"T29505821","Validate Grids do not have horizontal overflow","Shankha Bagchi","C2622175","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2718","Critical User Journey","Fire Tab","R109483","Foundational Components behavior","1","","Passed","Shankha Bagchi","5/23/2023 11:02 AM","Regression","Release"
"T29505801","Validate Backstack functionality for Browsing (1.1 Android Mobile)","","C2621600","","","","","","Launch_Day_300Mins","R109464","Android
Fire Tab","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Passed","Nirupama Venkataraman","5/23/2023 2:56 PM","Regression",""
"T29505870","Validate Backstack functionality for Browsing 1.1 (ctv)","","C2692745","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Android TV
tvOS
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Remove from Run","Nathan Sloat","5/19/2023 4:50 PM","Regression",""
"T29505802","Validate Backstack functionality for Continue Watching 1.2","","C2621604","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Android TV
tvOS
DirecTV
Comcast
Samsung
LG
Xbox
Vizio
Playstation","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Remove from Run","Nathan Sloat","5/19/2023 4:50 PM","Regression",""
"T29505872","Validate Backstack functionality for Player Controls 2.1  (Web/Mobile)","","C2695345","","","","","","Launch_Day_300Mins","R109464","Android
Fire Tab
Web
iPad
iPhone","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Passed","Nirupama Venkataraman","5/23/2023 3:02 PM","Regression",""
"T29505803","Validate Backstack functionality for Player Controls 2.1  (CTV/CDev)","","C2621608","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Android TV
tvOS
DirecTV
Comcast
Samsung
LG
Xbox
Vizio
Playstation","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Remove from Run","Nathan Sloat","5/19/2023 4:50 PM","Regression",""
"T29505804","Validate Backstack for Kids profile 9.3","","C2621621","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Android TV
tvOS
DirecTV
Comcast
Samsung
LG
Xbox
Vizio
Playstation","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Remove from Run","Nathan Sloat","5/19/2023 4:50 PM","Regression",""
"T29505818","Validate Backstack for Kids profile (w/PIN)9.3","","C2621915","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Android TV
tvOS
DirecTV
Comcast
Samsung
LG
Xbox
Vizio
Playstation","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Remove from Run","Nathan Sloat","5/19/2023 4:50 PM","Regression",""
"T29505805","Android Mobile: Validate Backstack for Android Back button 11.1","","C2621622","","","","","","Launch_Day_300Mins","R109464","Android
Fire Tab","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Passed","Nirupama Venkataraman","5/23/2023 3:03 PM","Regression",""
"T29505819","Android Mobile: Validate Backstack for Mobile Player 12.1","","C2621922","","","","","","Launch_Day_300Mins","R109464","Android
Fire Tab","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Passed","Nirupama Venkataraman","5/23/2023 3:12 PM","Regression",""
"T29505831","Validate Backstack Geoblock 15.1 a","","C2622604","N/A","","","","","Launch_Day_300Mins","R109464","Fire TV
Roku
Android TV
tvOS
DirecTV","P1","GQA-2583","Critical User Journey","Fire Tab","R109483","Backstack Scenarios","0","","Remove from Run","Nathan Sloat","5/19/2023 4:56 PM","Regression",""
"T29505866","Audio Description - Audio Description Content chip is selected","Shankha Bagchi","C2653248","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2642","Critical User Journey","Fire Tab","R109483","Within Navigation","1","","Passed","Nirupama Venkataraman","5/23/2023 3:41 PM","Regression",""
"T29505867","Audio description – Outro genre rail includes a tile for Audio Description","Shankha Bagchi","C2653254","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2642","Critical User Journey","Fire Tab","R109483","Within Navigation","1","","Passed","Nirupama Venkataraman","5/23/2023 10:00 PM","Regression",""
"T29505868","Audio Description – Search genre rail includes a tile for Audio Description","Shankha Bagchi","C2653258","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2642","Critical User Journey","Fire Tab","R109483","Within Navigation","1","","Passed","Nirupama Venkataraman","5/23/2023 3:43 PM","Regression",""
"T29505863","Verify Audio description option in MLP and its functionality","Shankha Bagchi","C2625881","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2660","Critical User Journey","Fire Tab","R109483","In Player","1","","Passed","Nirupama Venkataraman","5/23/2023 3:47 PM","Regression",""
"T29505864","Verify Audio description setting is persistent","Shankha Bagchi","C2625883","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2660","Critical User Journey","Fire Tab","R109483","In Player","1","","Passed","Nirupama Venkataraman","5/23/2023 3:52 PM","Regression",""
"T29505865","Verify Audio description is played on both 2.0 and 5.1 audio channels","Kazi Al Hasan","C2625886","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2660","Critical User Journey","Fire Tab","R109483","In Player","1","","Passed","Kazi Al Hasan","5/23/2023 10:34 PM","Regression",""
"T29505823","Validate For first time customers Recommended For You rails will return titles ranked by popularity","Shankha Bagchi","C2622269","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1983","Critical User Journey","Fire Tab","R109483","Recommended For You","1","","Passed","Shankha Bagchi","5/23/2023 10:55 AM","Regression","Release"
"T29505824","Validate Recommended For You rails will appear for users with some watch history","Shankha Bagchi","C2622278","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1983","Critical User Journey","Fire Tab","R109483","Recommended For You","1","","Passed","Shankha Bagchi","5/23/2023 10:55 AM","Regression","Release"
"T29505825","Validate the cold start title will not show YMAL","Shankha Bagchi","C2622297","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2048","Critical User Journey","Fire Tab","R109483","You may also like","1","","Passed","Shankha Bagchi","5/23/2023 6:42 PM","Regression","Release"
"T29505836","Rails that support personalization re-order tiles horizontally per profile","Shankha Bagchi","C2622773","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2505","Critical User Journey","Fire Tab","R109483","Horizontal re-rank of titles","1","","Passed","Shankha Bagchi","5/23/2023 12:38 PM","Regression","Release"
"T29505853","User can see Fallback Hero collection in case of <HeroFallback>","Shankha Bagchi","C2623766","Cannot be tested as it requires Charles proxy to replicate the scenario, and we cannot proxy over the app store build.","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2525","Critical User Journey","Fire Tab","R109483","Human / Machine : Promotion in immersive Hero","1","","Remove from Run","Shankha Bagchi","5/23/2023 4:42 PM","Regression","Release"
"T29505850","Validate Because You Watched rails will not appear for new customers","Shankha Bagchi","C2623691","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2506, GQA-2506","Critical User Journey","Fire Tab","R109483","Because You Watched (BYW)","1","","Passed","Shankha Bagchi","5/23/2023 12:47 PM","Regression","Release"
"T29505851","Validate Because You Watched rails will appear for users with some watch history","Shankha Bagchi","C2623692","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2506, GQA-2506","Critical User Journey","Fire Tab","R109483","Because You Watched (BYW)","1","","Passed","Shankha Bagchi","5/23/2023 12:47 PM","Regression","Release"
"T29505833","Universal search deep link happy path","Kazi Al Hasan","C2622633","Universal search is not returning any Max content. ","","","","","Launch_Day_300Mins","R109464","All Platforms","P1","GQA-2197, GQA-2827, CEA-27303, GQA-2578","Critical User Journey","Fire Tab","R109483","Deep Links","1","","Remove from Run","Kazi Al Hasan","5/24/2023 5:10 PM","Regression",""
"T29505830","Deep Link to video player as unauth user","Shankha Bagchi","C2622603","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2328","Critical User Journey","Fire Tab","R109483","Deep Links","1","","Failed","Shankha Bagchi","5/23/2023 6:42 PM","Regression","Release"
"T29505843","Deep Link to video player as signed user","Shankha Bagchi","C2622878","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2184","Critical User Journey","Fire Tab","R109483","Deep Links","1","","Passed","Shankha Bagchi","5/23/2023 6:04 PM","Regression","Release"
"T29585842","Validate  subscription related notifications - Subscription Confirmation","","C2622906","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P2","GQA-2135","Critical User Journey","Fire Tab","R109483","Transaction Notifications","1","","Passed","Kazi Al Hasan","5/23/2023 4:44 PM","Regression",""
"T29585843","Validate Transactional Accounts/Identities Notifications (Adding Kids Profile )","","C2623563","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P2","GQA-2151","Critical User Journey","Fire Tab","R109483","Transaction Notifications","1","","Passed","Kazi Al Hasan","5/23/2023 4:56 PM","Regression",""
"T29505857","Validate Transactional Payments Notifications ( Auto-pay attempt fails)","","C2624319","Can't be tested in prod at the moment","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2149","Critical User Journey","Fire Tab","R109483","Transaction Notifications","1","","Remove from Run","Kazi Al Hasan","5/23/2023 5:11 PM","Regression",""
"T29505858","Validate Transactional Payments Notifications ( Auto-pay failed retry attempts)","","C2624320","Can't be tested in prod at the moment


























","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
HWA
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2149","Critical User Journey","Fire Tab","R109483","Transaction Notifications","1","","Remove from Run","Kazi Al Hasan","5/23/2023 5:11 PM","Regression",""
"T29505828","Access Info","Abinaya Ayyappasamy","C2622497","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1987","Critical User Journey","Fire Tab","R109483","Info","1","","Passed","Abinaya Ayyappasamy","5/23/2023 9:23 AM","Regression","1.0.0.104"
"T29505859","Front End Consent - CA, CO, CT, or VA user - DNSoS persistence after creating account","Abinaya Ayyappasamy","C2625118","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2652","Critical User Journey","Fire Tab","R109483","Buy Flow","3","","Passed","Abinaya Ayyappasamy","5/23/2023 9:52 AM","Regression","1.0.0.104"
"T29505860","Front End Consent - Settings - DNSoS opt-out and re-opt in (CA, CO, CT, or VA users)","Abinaya Ayyappasamy","C2625189","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2652","Critical User Journey","Fire Tab","R109483","Settings","2","","Passed","Abinaya Ayyappasamy","5/23/2023 9:24 AM","Regression","1.0.0.104"
"T29505723","Authenticated User - Video Playback in Fullscreen mode","","C2481409","","","","","","Launch_Day_300Mins","R109464","Android
Fire Tab
Web
tvOS
iPad
iPhone","P1","GQA-3055, GQA-2128","Critical User Journey","Fire Tab","R109483","Core playback","1","","Passed","Nathan Sloat","5/23/2023 10:09 AM","Regression",""
"T29505871","Help Center updated URLs","Abinaya Ayyappasamy","C2694532","","","","","","Launch_Day_300Mins","R109464","All Platforms","P1","GQA-20164","Critical User Journey","Fire Tab","R109483","Help Center Branding","0","Now that the branding has been released, we swapped the placeholder URLs for the real ones","Passed","Abinaya Ayyappasamy","5/23/2023 9:25 AM","Regression","1.0.0.104"



"ID","Title","Assigned To","Case ID","Comment","Defects","Elapsed","Forecast","In Progress","Plan","Plan ID","Platform","Priority","References","Run","Run Configuration","Run ID","Section","Section Depth","Section Description","Status","Tested By","Tested On","Type","Version"
"T29505963","Deletion of a user profile","Elainejanis Dagdayan","C2478625","tested on firetv stick gen2","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2062","Critical User Journey","Fire TV","R109484","User Profiles","0","","Passed","Elainejanis Dagdayan","5/23/2023 6:44 AM","Regression",""
"T29506072","PIN prompt when try to access to a locked profile","Elainejanis Dagdayan","C2621907","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2056, GQA-2248, GQA-2788","Critical User Journey","Fire TV","R109484","User Profiles","0","","Passed","Elainejanis Dagdayan","5/23/2023 6:50 AM","Regression",""
"T29506082","Profiles & Globalization Experience - Forgot PIN - User forgot PIN but knows account password","Elainejanis Dagdayan","C2622402","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2263","Critical User Journey","Fire TV","R109484","User Profiles","0","","Passed","Elainejanis Dagdayan","5/23/2023 6:51 AM","Regression",""
"T29630159","Adding another profile to trigger Profile limit exceeded on 1 Device","Jon Laprevote","C2622424","","CONS-5908","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P2","GQA-2069","Critical User Journey","Fire TV","R109484","User Profiles","0","","Failed","Jon Laprevote","5/23/2023 10:58 AM","Regression",""
"T29630160","Deletion of the Default User Profile","Maria Perevoznik","C2622426","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P2","GQA-2062","Critical User Journey","Fire TV","R109484","User Profiles","0","","Passed","Maria Perevoznik","5/23/2023 10:37 AM","Regression",""
"T29505982","Profiles & Globalization Experience - Avatar Selection","Elainejanis Dagdayan","C2482299","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1815","Critical User Journey","Fire TV","R109484","User Profiles","0","","Passed","Elainejanis Dagdayan","5/23/2023 6:53 AM","Regression",""
"T29505981","Profiles & Globalization Experience - Skip Avatar Selection","Elainejanis Dagdayan","C2482288","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-1815, GQA-2249","Critical User Journey","Fire TV","R109484","User Profiles","0","","Passed","Elainejanis Dagdayan","5/23/2023 6:54 AM","Regression",""
"T29505998","Default Kids Profile - First login: Ratings banner","Jon Laprevote","C2606350","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2607","Critical User Journey","Fire TV","R109484","Default Kids Profile","1","","Passed","Jon Laprevote","5/23/2023 7:20 AM","Regression",""
"T29506019","Default Kids Profile - First login: Default ratings","Miller Timlin","C2617214","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2607","Critical User Journey","Fire TV","R109484","Default Kids Profile","1","","Passed","Miller Timlin","5/23/2023 11:22 AM","Regression","1.0.0.84"
"T29506116","Verify that user cannot toggle """"On Kids"""" mode for an adult profile","Jon Laprevote","C2625403","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2650","Critical User Journey","Fire TV","R109484","Default Kids Profile","1","","Passed","Jon Laprevote","5/23/2023 8:00 AM","Regression",""
"T29506124","Parental Controls - Change Content ratings on web device and verify persistence on other device","Elainejanis Dagdayan","C2672831","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2601, GQA-2805, GQA-2532","Critical User Journey","Fire TV","R109484","Parental Controls","1","","Passed","Elainejanis Dagdayan","5/23/2023 7:00 AM","Regression",""
"T29506001","Parental Controls - Exit Kids Profile Page","Elainejanis Dagdayan","C2606571","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2601, GQA-2805, GQA-2532, GQA-2674","Critical User Journey","Fire TV","R109484","Parental Controls","1","","Passed","Elainejanis Dagdayan","5/23/2023 7:07 AM","Regression",""
"T29506002","Parental Controls - Enter Parent Code - validate <result> Parent Code","Elainejanis Dagdayan","C2606600","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2601, GQA-2805, GQA-2532","Critical User Journey","Fire TV","R109484","Parental Controls","1","","Passed","Elainejanis Dagdayan","5/23/2023 7:08 AM","Regression",""
"T29506003","Parental Controls - Turn off Kid-proof Exit","Elainejanis Dagdayan","C2611042","","","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2601, GQA-2805, GQA-2532","Critical User Journey","Fire TV","R109484","Parental Controls","1","","Passed","Elainejanis Dagdayan","5/23/2023 7:09 AM","Regression",""
"T29505965","Authenticated user navigates back to My Stuff > My List tab post interaction","Eva Nyuli","C2479214","","GCX-20517","","","","Launch_Day_300Mins","R109464","Fire TV
Android
Fire Tab
Roku
Web
Android TV
tvOS
All Platforms
DirecTV
Comcast
iPad
Samsung
LG
Xbox
Vizio
Playstation
iPhone","P1","GQA-2755, GQA-2760","Critical User Journey","Fire TV","R109484","My Stuff","0","My Stuff Test Plan: https://wbdstreaming.atlassian.net/wiki/spaces/GQA/pages/135725445

My Stuff Feature:
https://wbdstreaming.atlassian.net/browse/CD-132","Failed","Eva Nyuli","5/23/2023 7:04 AM","Regression",""
